username,tweet_raw,cluster,topik_dominan
novembeer8,"@idextratime Padahal BBM non subsidi mah tiap bulan emang naik/turun ngikutin harga minyak dunia, tapi ko pada galak galak bangat komennya",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
Harian_Jogja,"Non-subsidi Resmi Naik, Ini Harga Terbaru BBM Mulai 1 Januari 2025 https://t.co/XQVBCuZJn4 https://t.co/ymHu1uzJxY",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
StefanAntonio__,"@Notonogoro67941 Untuk kategori BBM Non Subsidi memang sering turun naik Bro
Karena dipengaruhi langsung harga minyak mentah dunia
Coba baca berita CNBC ini ..
Alasan yang sama persis dengan kenaikan BBM besok, malah awal Oktober pertamax turun dari 12.950 jadi 12.100
Kalau urusan BBM non subsidi https://t.co/sRhk1vtkzg",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
innovacommunity,"Shell nitro+ dmana2 kosong, bagaimana di tempat kalian?

Apakah ini tanda2 besok, harga BBM non subsidi akan naik? https://t.co/aUyYVRqdqt",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
tekarok007,"Ironis emang, tapi kenyataan begitu.
Sebagian besar Orang miskin itu lebih banyak belain orang kaya raya daripada sesamanya yang miskin.
Lihat aja BBM non subsidi naik, Demo.
PPN barang mewah naik, Demo.
""Sabun dan sampo kok barang mewah?""
Mereka gak tau ada yang harganya jutaan+",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
BeritaJalananID,Harga BBM Non-Subsidi Naik Lagi https://t.co/ne6n4BIKBQ,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
al_bataw1,"Premium menghilang muncul pertalite, yg sering menghilang ketika bbm ""non subsidi"" naik.",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
tekarok007,"mahasewa+ anak abah+ buzzer lowbet teriak2 gak terima, karena bakalan bikin orang kaya raya idupnya susah.

Modelan ginian kok ngajakin diskusi? mending belajar membaca dulu dah.
Kemarin juga BBM Non Subsidi harganya naik juga ga terima,
yg mereka belain tuh orang kaya drdulu",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
tekarok007,"@fe_iman cerdas? masa bilang
""Papua Nugini All in Anies""
""Bintang Bokep dijadikan profesor""
""Nenek Oplas dibilang digebukin""
""PPN barang mewah naik 12% di demo karena bikin rakyat miskin susah""
""BBM Non subsidi naik, di demo karena bikin rakyat miskin susah""
Makanya Prabowo kalah mulu,",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
cnbcindonesia,"1 Desember 2024, Harga Sebagian BBM Non Subsidi Pertamina Naik
https://t.co/iummFo8xYA",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
inspired_007,"@V3g3L Minyak dunia turu akibat pasokan berlebih, tapi desember harga bbm non subsidi naik, kan asu. Ini lama2 rakyat dianggap konsumen negara jadi pedagangnya",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
VIVAcoid,"Harga BBM Non Subsidi Pertamina Resmi Naik per 1 Desember 2024, Ini Daftarnya

Link Artikel : https://t.co/cb0YGXeVtf",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
VIVAcoid,"PT Pertamina mengumumkan penyesuaian harga bahan bakar minyak (BBM) per 1 Desember 2024 di seluruh SPBU di Indonesia. Di mana, ada terjadi kenaikan pada harga BBM non subsidi, seperti Dexlite, Pertamina DEX, dan Pertamax Turbo (RON 98).

Untuk daerah Jakarta dan sekitarnya, https://t.co/uIG77mfLyp",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,"Harga BBM Non Subsidi Pertamina Resmi Naik, Berlaku 1 Desember 2024 https://t.co/fgkoPLFsPY",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
VIVAcoid,"Harga BBM Non Subsidi Pertamina Resmi Naik per 1 Desember 2024, Ini Daftarnya https://t.co/ze8K8142HO",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
CNNIndonesia,"Resmi, Harga 3 BBM Non Subsidi Pertamina Naik per 1 Desember 2024 https://t.co/L6KxS0YqVZ",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
pakmul63,"Mereka bertahan dari badai PHK.  Kalau ojol gunakan bbm non subsidi, maka pilihan tarif naik atau mereka berguguran.",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
e100ss,Pertamina Jatimbalinus Umumkan Evaluasi Harga BBM Non Subsidi Naik Kecuali Pertamax https://t.co/U1HjJdJL57,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,"Harga BBM Non Subsidi di Seluruh SPBU Kompak Naik, ESDM Buka Suara
https://t.co/P4FNyZELK7",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
cnbcindonesia,"Harga BBM Non Subsidi Resmi Naik 1 November, Kecuali Pertamax Cs

https://t.co/kgQZYOVDsa",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
kompascom,"Berikut rincian harga BBM non-subsidi Pertamina di wilayah Jakarta per 1 November 2024, semua naik kecuali Pertamax. https://t.co/c8a94j996L",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Harian_Jogja,"Harga BBM Pertamina Non Subsidi Naik per 1 November 2024, Ini Daftarnya https://t.co/cF1LWPXrm5 #beritajogja #jogja #jogjaistimewa https://t.co/7H20EVWIUh",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,"Harga BBM Non Subsidi Pertamina Resmi Naik, Berlaku 1 November 2024 https://t.co/ad8AfI3BIy",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,"Luhut Pastikan Harga BBM Tak Naik, Orang Kaya Wajib Non Subsidi

https://t.co/BNOVcrWFGG",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
welly_albinanto,"@mubin_nusantara @ChatibBasri Sebentar, diabaikan gimana. Wong diperhatikan kok. Pajak dibanyakin (Natura, TER). Subsidi transportasi umum mau dikurangin, PPN naik, BBM subsidi makin susah, mau beli yang non subsidi eh non subsidi termurah susah dicari. Diperhatiin kemenkeu terus kan kelas menengah ini ❤️",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
nalar_logis,"@JuneSky90 @saidiman @prabowo Salah satu ciri demokrasi liberal belum cocok di kita ya begini ini

Tidak bisa membedakan mana :

BBM bersubsidi
-&gt; Pertalite
-&gt; Harga dikontrol dg memberi subsidi agar harga jual tetap

BBM Non Subsidi
-&gt; Pertamax.
-&gt; Tidak disubsidi.
-&gt; Harga naik turun otomatis mengikuti",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
okezonenews,Fakta Harga BBM Non Subsidi Tiba-Tiba Naik https://t.co/sxrDk1sbWp,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
kompascom,BBM non-subsidi jenis Pertamax resmi naik jadi Rp 13.700 karena Pertamina melakukan penyesuaian harga. https://t.co/Jt8PiwIjn2,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
RadioElshinta,"PT Pertamina (Persero) melalui PT Pertamina Patra Niaga resmi menaikan harga bahan bakar minyak (BBM) non subsidi jenis Pertamax.

Harga bensin dengan nomor oktan atau RON 92 itu naik Rp750 per liter menjadi Rp13.700 per liter dari harga sebelumnya sebesar Rp12.950 per liter. https://t.co/LwfoaDlBMo",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
kompascom,"Pertamina Patra Niaga memutuskan menaikkan harga BBM non-subsidi jenis Pertamax mulai 10 Agustus 2024. Lantas, apa alasan harga Pertamax naik? https://t.co/xkwbhCNQnc",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
inilahdotcom,"PT Pertamina (Persero) resmi melakukan penyesuaian harga Bahan Bakar Minyak (BBM) non subsidi, khususnya jenis Pertamax (RON 92), berlaku efektif mulai Sabtu, 10 Agustus 2024.

Pertamina secara resmi mengumumkan penyesuaian harga BBM pada Jumat (09/08/2024) malam di situs resmi https://t.co/uAZlLuzk7c",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Harian_Jogja,"Harga BBM Non Subsidi Pertamina Resmi Naik per 2 Agustus 2024, Berikut Rinciannya! https://t.co/NGH4Xzyus6 #beritajogja #jogja #jogjaistimewa https://t.co/n1FdBNP69E",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
kompascom,"Semua harga BBM Non Subsidi naik, baik dari Pertamina, Shell, BP, dan Vivo, kecuali Pertamax yang tetap Rp 12.950 https://t.co/Yj5J8bq6A0",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Nandagustiann,"@Aryprasetyo85 @03__nakula @2045Tv @__AnakKolong @_memoryusang @NgkongRoses @Anak__Ogi @AntoniusCDN @seruanhl @Muhayya__ Harga BBM nun subsidi kan memang fluktuatif bisa naik bisa turun mengikuti harga minyak global
Lagipun berapa % sih konsumsi minyak non subsidi sampai heboh banget minta non subsidi naik 😅😅😅",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
Seputar_Energi_,"Tercatat harga BBM Non Subsidi Pertamina stabil nih  sejak Maret 2024 meskipun ICP naik. Pertamina tetap mmemepertimbangkan  stabilitas ekonomi dan daya beli masyarakat

@ptm_patraniaga https://t.co/DzZYjRl1Id",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,"Video: Tok! Harga BBM Non-Subsidi Kompak Naik
https://t.co/yx8GiFE8y4",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
InfoJktCom,"Legislator: Harga BBM Non Subsidi Layak Naik agar Tak Bebani APBN  

https://t.co/ZLpOYDMzXo

#EnergizingYou https://t.co/d02AzuOyyJ",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
VIVAcoid,"Terbaru! Harga BBM Non Subsidi Pertamina Naik Kecuali Pertamax, Ini Daftarnya https://t.co/CML2nkooIy",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
VIVAcoid,"Terbaru! Harga BBM Non Subsidi Pertamina Naik Kecuali Pertamax, Ini Daftarnya https://t.co/FgKbfUA03W",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
rmol_id,"Kurangi Beban APBN, Pimpinan Komisi VII Usul Harga BBM Non Subsidi Naik
https://t.co/Q9pG6r0Ahn",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
Seputar_Energi_,"Legislator: Harga BBM Non Subsidi Layak Naik agar Tak Bebani APBN

https://t.co/KmsS637jZ7

#EnergizingYou https://t.co/Es1ptHPBft",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
VIVAcoid,"Agar Tak Semakin Bebani APBN, DPR Bilang Harga BBM Non Subsidi Layak Naik https://t.co/OL6fEU8wZN",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
SINDOnews,"BBM non subsidi dianggap layak naik
https://t.co/W9nMEqCI3R",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
SeninPahing26,"Hadiah agustusan masak naik 🤔
Menurutnya, produk BBM non subsidi lebih baik dilepas sesuai dengan mekanisme pasar dan kembali pada kebijakan awal dimana harga BBM non subsidi dapat menyesuaikan setiap bulannya. https://t.co/9cPn5ktYhN",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ThatSun510,"Pak @jokowi &amp; @luhut_binsar, silahkan hapus subsidi bbm tapi buktikan dulu rupiah menguat &amp; standard ekonomi rakyat naik. UMR jerman 38 juta, solar non subsidi 35rb, di jawa umr tertinggi 5,3jt , solar 14.900. Gk sebanding! Jangan cuma pamer GDP 20 besar dunia tp rakyat miskin. https://t.co/A0iua4C5qg",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
bugsbunny_2345,"Mana nih BBM non subsidi gak pernah turun harganya...bilangnya selalu mantau harga minyak dunia dan inflasi...Preeetttt aahhh...
Harga minyak dunia anjlok parah di indonesia gak bergeming harganya,segitu terus...dan malah naik diam2",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
tempodotco,Pertamina Pastikan Harga BBM Non-Subsidi Tak Jadi Naik Bulan Ini https://t.co/kSTmC32STU #TempoBisnis,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
PRFMnews,"Isu Harga BBM Non Subsidi Kembali Naik di Bulan Juni 2024, Pertamina Akhirnya Buka Suara    https://t.co/Zjf6oPHs8i",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
KontanNews,"Harga BBM Non Subsidi Tak Naik, Segini Harga Pertamax Cs di Bulan Juni 2024 https://t.co/edFR3entfz #HargaBBM",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
innovacommunity,"Apakah jam 24.00wib, BBM non subsidi akan naik? Atau malah turun? https://t.co/LZR1fyBPig",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
P3gEl,"Siap-2 bosku, kencangkan ikat pinggang, pemerintah akan naikan harga, yg sdh jelas HET naik, gula, beras, terakhir minyak goreng. BBM instruksi pembatasan pertalite sdh ada, tinggal non subsidi apakah akan naik atau tidak, tunggu 1 Juni😊 https://t.co/f2FoNerwfa",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
Naz_lira,"Anda tau siapa yang paling ngotot ingin China bangun pabrik mobil listrik sebanyak-banyaknya di Indonesia..?

Pasti tau lah ya.., karena sudah tentu orang-orang yang paling banyak dapat cuan dari penjualan Batrei mobil listrik, dan orang itu pastinya sangat berkuasa, sebab bisa https://t.co/9WsKidvWiZ",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
kompascom,"Harga BBM Pertamina 1 Mei 2024 tak naik, sesuai arahan pemerintah yang meminta harga BBM non-subsidi Pertamina tidak naik harga hinga Juni 2024. https://t.co/f0c8ZUfaI8",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
firmanovoselic,@gilang_ahm31272 setiap awal bulan bbm non subsidi emang bakalan naik / turun. Dari dulu emang begitu.,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
IESR,"Jika konflik Iran x Israel meningkat eskalasinya, harga minyak dikuatirkan melonjak mencapai $100/barrel. Konsekuensi bagi 🇮🇩 apa? Karena kita impor 40% #bbm &amp; 35% minyak mentah, maka harga jual minyak non subsidi akan naik, subsidi BBM &amp; energi bisa melonjak, dan inflasi. Ini",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
jalanparis,"@convomf harga2 bakalan naik karena pasokan komoditas terganggu akibat perang,sbg contoh perang russia ukraina sempat bikin pasokan gandum jd langka,karena kita impor dr sana

apalagi kalo perangnya melibatkan negara2 besar penghasil minyak (iran termasuk),jelas akan berpengaruh ke harga",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Ex_TKI,@WongAlasRoban Semenjak pertalite naik tajam sy pindah ke SPBU VIVO BBM non subsidi sampai sekarang kecuali klo kepepet banget kehabisan BBM ya terpaksa pakai yg lain .,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
heevanaut,"@taeko0kie_ @ARSIPAJA BBM udh naik kak khususnya SPBU swasta per 1 Maret kemarin. Pertamina masih nahan harga BBM non subsidi, tapi bakal ada perubahan ngeliat trend harga minyak mentah, MOPS dan kurs.
https://t.co/2aVsP9fkIB",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
e100ss,Menteri ESDM Sebut Harga BBM Non-subsidi Tidak Naik Hingga Juni https://t.co/ZRYPhm4yD2,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
G3nX_files,"Tolak rencana rasio pajak @gibran_tweet naik tapi ,BBM, listrik, gas, PDAM, kesehatan di subsidi rasanya gimana gtu..bilang cerdas tpi kenyataanya bodoh.

Coba kalo nolak itu di buktikan dgn tindakan nyata, pake BBM, listrik,gas, PDAM, kesehatan yg non sunsidi.

Berani g ?",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
cnbcindonesia,Harga BBM Non Subsidi 1 Maret Naik? Ini Kata Pertamina https://t.co/SAUOB9TKrG,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,"Harga BBM Non Subsidi 1 Maret Naik? Ini Kata Pertamina

https://t.co/jqc5IIO4RG",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
adlinur,"@ardanisbergas @alfeeii @strike_bravo_b Ya tinggal diatur mekanisme kotraknya misal evaluasi hargabulanan sd tahunan kayak BBM non-subsidi aja kan tiap bulan berubah harganya.

Ini menjaga pas harga turun gak terlalu turun pas harga naik gak terlalu naik. sehingga baik Produsen maupun Konsumen sama2 terlidungi.",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
P3gEl,"BBM non subsidi diperkirakan naik maret, bila wacana penghapusan pertalite jadi dan diganti pertamax greeen, mantap ini, tinggal jogetin aja kalo kejadian🙂oke gas oke gas https://t.co/Oj1H7A8xeJ",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
okezonenews,"Harga BBM Non Subsidi Bakal Naik Usai Pemilu 2024?
https://t.co/Xf94SIIdiV",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
okezonenews,"Harga BBM Non Subsidi Bakal Naik Usai Pemilu 2024?
https://t.co/gO2Dy9XYMA",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
officialinews_,"ESDM memberi sinyal harga BBM non-subsidi akan naik usai pemilu 2024
https://t.co/OTsCZ0VkQW",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
heresmyjunmy,"@WillaFernando @xquitavee lah tolol? brarti buat non golongam bbm jg jgn ikut naik ya, subsidi nya jgn dicabut buat kita, kan kita mah gak dapet makan gratis. gak nyoblos dia juga, lu lu aja yg nyoblos kena dampak bbm naik 😁 gitu bisa?",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
SelebtwitMobil,"@ItsMeHexa Satu2nya yg bukan bullshit cuma harga BBM swasta non-subsidi, sblm diperintahkan utk naik

https://t.co/ztHqYT6452",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
desmondwira,"Akan ada kenaikan harga BBM non subsidi spt Pertamax pada awal Maret 2024. Sementara, untuk BBM subsidi seperti Pertalite dan solar dipastikan tidak akan naik

Pantes aja, pas harga minyak dunia lagi naik, harga Pertamax gitu-gitu aja. Ternyata demi Pemilu https://t.co/OsuR2xwqVb",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
akubknsiapa2x,"@apapunituokeoke @kepinginpintar @idextratime itu bbm non subsidi, harganya ngikutin harga minyak dunia, jadi naik turunnya bukan karena pemerintah, tapi harga minyak dunia per barrel",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
pakmul63,"BBM NON-SUBSIDI
.
Sudah semestinya Pertamina menurunkan harga BBM non-subsidinya.  Saat ini harga minyak dunia terus turun.
.
Kemarin saat minyak dunia naik, Pertamina sudah menaikkan harga BBM-nya.
.
Yg kita tunggu adalah turunnya BBM bersubsidi.
.
@FPKSDPRRI @PKSejahtera https://t.co/Gkrla4ukkE",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,Sinyal Kuat Harga BBM Non-Subsidi Naik Besok! https://t.co/NAk1AsMH7O,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
innovacommunity,"Nah.. Ekonomi jagonya org bekasi @rgoestama.

Tp dapat info A3, besok harga BBM non subsidi katanya turun.. Sempat bingung, krn bbrp bulan terakhir harga minyak dunia cenderung naik.

Patut kita tunggu besok, apakah benar akan turun... https://t.co/SsO6pOGQMn",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
arpas2000,"@AnthonyBudiawan BI pasti minta bantuan pemerintah dgn cara menaikkan harga BBM subsidi &amp; non subsidi (cara tercepat yg bisa dilakukan), sehingga devisa bisa digunakan untuk intervensi nilai tukar. Dgn PDB Amerika yg naik melebihi ekspetasi pasar, dipastikan nilai indeks dolar akan menguat lagi.",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
AnthonyBudiawan,"Menteri Keuangan Sri Mulyani di persimpangan jalan, antara membiarkan harga BBM dan Pangan naik, yang akan memicu inflasi dan daya beli masyarakat anjlok, atau menaikkan subsidi yang akan membuat belanja negara non-subsidi tertekan dan memicu kontraksi. 

https://t.co/4mmZpHg1fK",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
P3gEl,"Tanda2 BBM non subsidi bakal naik awal bulan ini, ditambah dolar juga lagi ngegas👍",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ErliSutaWarman,@msaid_didu Pak yang naik itu Bukan BBM SUBSIDI tapi BBM NON SUBSIDI moso sekelas Doktor bapak gak bisa bedain mana BBM SUBSIDI DAN NON SUBSIDI,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
TSetiotomo,@msaid_didu Ada BBM bersubsidi dan ada BBM yg non subsdi. Yg naik atau turun itu BBM non subsidi. Ada kendaraan listrik yg dapet subsidi/dan insentif dan ada kendaraan listrik yg tdk dapet subsudi/ intensif. Ada rumah tangga yg bisa dapet rice cooker (yg langganan pln nya di subsidi),1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
JogjaUpdate,"#sekhilafinfo
Harga BBM non subsidi naik per 1 Oktober 2023.
Pertamax naik jadi 14ribu per liter.",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
TirtoID,"Harga BBM non subsidi naik per 1 Oktober 2023. Pertamax naik menjadi Rp14.000 per liter. Bagaimana agar konsumen tidak migrasi ke Pertalite?

https://t.co/vqGVFp5UUM",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Munir_Timur,"Harga beras mahal + Harga BBM naik. Dua komponen ini juga kalau kita baca  jurnal-jurnal ilmiah, memiliki elastisitas positif terhadap pertumbuhan ekonomi dan inflasi

Pada 5 September 2023 sudah kita twit tentang ini dengan melihat harga referensi global terkait crude oil. Ada https://t.co/5GRkXhLvgc",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
P3gEl,"@liputan6dotcom Dan survei tingkat kepuasan terhadap pemerintah di atas 80% padahal harga beras, gula dan BBM non subsidi naik, minyak, ayam dan telur masih tinggi. BBM non subsidi nguantri sampe mengular. Rakyatnya ada yg digusur alasan investasi, Hebat kan masyarakatnya, nerima😊",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
Chila88888,"@LaminoTea @CNNIndonesia Tapi pajak terus jalan malah akan ada pajak emisi/karbon, bbm yang disebut non subsidi naik terus kendaraan  pengangkut terkadang tidak dapat beli biosolar kabarnya. Tapi entah lah.",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
great_fleet,"Harga minyak dunia naik, harga BBM non-subsidi turut naik...

Tapi pas harga minyak dunia turun, koq harga BBM non-subsidi nggak ikut turun??",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
UGMYogyakarta,Pengamat #UGM : Lakukan Pembatasan BBM Subsidi: PT Pertamina (Persero) kembali menaikkan harga bahan bakar minyak (BBM) non-subsidi yang berlaku per 1 Oktober 2023. Harga Pertamax 92 naik yang semula Rp13.300 per liter menjadi Rp14.000 per liter. Harga… https://t.co/LXJGRf1VzD https://t.co/gSZ13c8dGi,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Kriuuukid,"Harga BBM Pertamina 1 Oktober 2023, BBM Non Subsidi Naik Lagi

Berikut merupakan harga BBM pada bulan Oktober 2023 yang dibagi berdasarkan regional termasuk harga di kawasan Free Trade Zone (FTZ).

Kriuuukers, bagaimana pendapat kalian?

#BBM #BBMNonSubsidi #BBMSubsidi #Pertamina https://t.co/m3jamGFUpT",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Bakrek10,"@MinmonPS7 Pasukan militan bilang
"" kan yg naik harga bbm non subsidi""

Pengen gw tempeleng ama keramik tu palanya",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
Jeng_KeuL,"@detikcom Ini kan yg naik harga BBM Non Subsidi alias Pertamax dkk. Kalo selama ini msh pake yg subsidi sih gausah protes ya apalagi yg ngomong2 demo, berarti anda gak masuk dalam daftar orang2 yg mampu utk pake bbm non subsidi ini.",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
allkacruuut,"@msaid_didu Wkwkw padalah bbm yg naik non subsidi wkwkwk ane adh biasa gak perrlu ente bela ane pakai bbm non subsidi sdh biasa 
Beras naik emang di Indo doang ?? di thailand india juga pada naik malah dibatasi utk export 

Biasa aja pak tua ente doang yg panik kayaknya",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
detikfinance,Petugas SPBU memperingati Hari Batik Nasional dengan memakai batik. Sementara harga BBM non-subsidi resmi naik sejak kemarin. https://t.co/ST5HpzG6FD,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
tribunmedan,"Harga BBM Non Subsidi Pertamina dan Shell Naik, Berikut Daftar Harga Terbarunya
 
https://t.co/8fH33vriUi via @tribunnews",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
SugengEsatech,"@Muslim_AntiPKI9 @PartBurungGalak Ingat Mulai 1 Oktober 2023, BBM Non Subsidi Naik lagi... Hanya mengingatkan... 🤣🤣, Gaji Ahok bukannya 8M/bln Bener nggk Sih...?? Kalo Bener ya Luar Biasa... Semoga Pendukungnya pada Seneng 😄😄",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
VIVAcoid,"Harga BBM Non Subsidi Naik, Inflasi Aman? Ini Kata BPS https://t.co/E2eb4fbXr1",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
Tan_Mar3M,Kata bani200 tak ngaruh bbm non subsidi naik. https://t.co/c7yoGuspvJ,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
ekowboy2,"BBM non subsidi diam-diam naik lagi sementara itu ada wacana penghapusan pertalite..

Partai wong cilik yang biasa mewek-mewek saat BBM naik pada kemana ya!! https://t.co/qefcTtYoR1",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
MMargani5,"PT Pertamina menyesuaikan harga BBM non subsidi per 1 Oktober 2023.Tidak hanya Pertamax,harga Pertamax Green 95,Pertamax Turbo,Dexlite &amp; Pertamina Dex juga naik
☝😳👉sudah Naik lagi Gaes‼️
Katanya BBM satu harga se indonesia,kok msh beda2.
GA BAHAYA TA?👇
https://t.co/M6m1yZdWcM",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
whydntr,"@Maruahalsiahaa2 @DokterTifa Ente jgn bilang seorang dokter tolol...itu pekerjaan mulia blum tentu ente bisa menjadi dokter,,btw ente sampai saat merasa ga sich...setelah BBM non subsidi naik,pertalite agak susah di dpt dan ujung2nya kita terpaksa beli yg non subsidi..mikir!!",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
detikfinance,Pertamina melakukan penyesuaian harga BBM non subsidi. Harga Pertamax naik dari sebelumnya Rp 13.300 menjadi Rp 14.000 per liter. https://t.co/57ZyjsVhdf,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
narwisan81,@msaid_didu Walaupun yg naik BBM non-subsidi; tapi rakyat kecil kalau pertalite dan solar gak ada/habis; kan harus beli non-subsidi juga..parah..rakyat semakin sesak nafas..,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
EkoYustitianto1,"@msaid_didu Gini ya Didu...kenaikan harga BBM non subsidi itu tergantung naik turunnya harga BBM pasar dunia , untuk yg subsidi tergantung kemampuan keuangan negara, kalo uangnya ada ya disubsidi kalo ga ada ya dicabut, dan itu sudah mendapat persetujuan DPR, kalo ga tau coba tanya SBY",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
ali_hasan110,Resmi! Harga BBM Non Subsidi Pertamina di SPBU Naik 1 Oktober https://t.co/ZBJWpM7nsm,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
